name,difficulty,likes,disslikes,isSolved
find-root-of-n-ary-tree,Medium,395,150,0
range-sum-of-sorted-subarray-sums,Medium,761,131,0
minimum-difference-between-largest-and-smallest-value-in-three-moves,Medium,1335,159,0
stone-game-iv,Hard,1385,61,0
customer-order-frequency,Easy,264,54,0
number-of-substrings-with-only-1s,Medium,652,30,0
path-with-maximum-probability,Medium,1563,33,0
best-position-for-a-service-centre,Hard,196,235,0
move-sub-tree-of-n-ary-tree,Hard,28,46,0
find-users-with-valid-e-mails,Easy,114,99,0
number-of-nodes-in-the-sub-tree-with-the-same-label,Medium,499,429,0
maximum-number-of-non-overlapping-substrings,Hard,630,64,0
find-a-value-of-a-mysterious-function-closest-to-target,Hard,314,15,0
diameter-of-n-ary-tree,Medium,501,7,0
number-of-sub-arrays-with-odd-sum,Medium,988,48,0
number-of-good-ways-to-split-a-string,Medium,1697,41,0
minimum-number-of-increments-on-subarrays-to-form-a-target-array,Hard,1132,57,0
patients-with-a-condition,Easy,278,309,0
minimum-suffix-flips,Medium,786,34,0
number-of-good-leaf-nodes-pairs,Medium,1401,33,0
string-compression-ii,Hard,1592,117,0
the-most-recent-three-orders,Medium,117,9,0
find-the-index-of-the-large-integer,Medium,110,16,0
find-the-winner-of-an-array-game,Medium,523,26,0
minimum-swaps-to-arrange-a-binary-grid,Medium,497,63,0
get-the-maximum-score,Hard,753,38,0
guess-the-majority-in-a-hidden-array,Medium,72,41,0
can-convert-string-in-k-moves,Medium,303,253,0
minimum-insertions-to-balance-a-parentheses-string,Medium,800,176,0
find-longest-awesome-substring,Hard,633,11,0
fix-product-name-format,Easy,71,41,0
find-kth-bit-in-nth-binary-string,Medium,674,46,0
maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,Medium,885,23,0
minimum-cost-to-cut-a-stick,Hard,2251,42,0
the-most-similar-path-in-a-graph,Hard,311,151,0
the-most-recent-orders-for-each-product,Medium,97,9,0
minimum-operations-to-make-array-equal,Medium,1087,154,0
magnetic-force-between-two-balls,Medium,1520,92,0
minimum-number-of-days-to-eat-n-oranges,Hard,813,49,0
strings-differ-by-one-character,Medium,340,82,0
bank-account-summary,Medium,109,23,0
minimum-number-of-vertices-to-reach-all-nodes,Medium,1982,72,0
minimum-numbers-of-function-calls-to-make-target-array,Medium,509,26,0
detect-cycles-in-2d-grid,Medium,834,23,0
most-visited-sector-in-a-circular-track,Easy,249,506,0
maximum-number-of-coins-you-can-get,Medium,896,111,0
find-latest-group-of-size-m,Medium,546,114,0
stone-game-v,Hard,473,67,0
put-boxes-into-the-warehouse-i,Medium,298,22,0
unique-orders-and-customers-per-month,Easy,61,38,0
detect-pattern-of-length-m-repeated-k-or-more-times,Easy,543,102,0
maximum-length-of-subarray-with-positive-product,Medium,1955,51,0
minimum-number-of-days-to-disconnect-island,Hard,511,136,0
number-of-ways-to-reorder-array-to-get-same-bst,Hard,506,52,0
dot-product-of-two-sparse-vectors,Medium,1018,136,0
warehouse-manager,Easy,120,9,0
number-of-ways-to-split-a-string,Medium,553,71,0
shortest-subarray-to-be-removed-to-make-array-sorted,Medium,1292,45,0
count-all-possible-routes,Hard,445,26,0
number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,Medium,298,51,0
minimum-time-to-make-rope-colorful,Medium,2660,75,0
remove-max-number-of-edges-to-keep-graph-fully-traversable,Hard,888,9,0
put-boxes-into-the-warehouse-ii,Medium,150,2,0
customer-who-visited-but-did-not-make-any-transactions,Easy,402,78,0
count-unhappy-friends,Medium,217,712,0
min-cost-to-connect-all-points,Medium,3189,81,0
check-if-string-is-transformable-with-substring-sort-operations,Hard,381,7,0
binary-search-tree-iterator-ii,Medium,240,28,0
bank-account-summary-ii,Easy,277,4,0
maximum-sum-obtained-of-any-permutation,Medium,590,31,0
make-sum-divisible-by-p,Medium,1131,48,0
strange-printer-ii,Hard,465,15,0
rearrange-spaces-between-words,Easy,337,286,0
split-a-string-into-the-max-number-of-unique-substrings,Medium,666,26,0
maximum-non-negative-product-in-a-matrix,Medium,660,32,0
minimum-cost-to-connect-two-groups-of-points,Hard,380,13,0
the-most-frequently-ordered-products-for-each-customer,Medium,193,16,0
build-binary-expression-tree-from-infix-expression,Hard,240,44,0
maximum-profit-of-operating-a-centennial-wheel,Medium,83,222,0
throne-inheritance,Medium,217,266,0
maximum-number-of-achievable-transfer-requests,Hard,260,28,0
find-nearest-right-node-in-binary-tree,Medium,289,9,0
alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,Medium,232,348,0
find-valid-matrix-given-row-and-column-sums,Medium,1133,32,0
find-servers-that-handled-most-number-of-requests,Hard,457,21,0
sellers-with-no-sales,Easy,88,11,0
even-odd-tree,Medium,905,50,0
maximum-number-of-visible-points,Hard,475,673,0
minimum-one-bit-operations-to-make-integers-zero,Hard,363,324,0
check-if-two-expression-trees-are-equivalent,Medium,118,21,0
find-the-missing-ids,Medium,182,24,0
maximal-network-rank,Medium,983,178,0
split-two-strings-to-make-palindrome,Medium,601,221,0
count-subtrees-with-max-distance-between-cities,Hard,407,34,0
maximum-font-to-fit-a-sentence-in-a-screen,Medium,98,20,0
coordinate-with-maximum-network-quality,Medium,64,235,0
number-of-sets-of-k-non-overlapping-line-segments,Medium,379,40,0
fancy-sequence,Hard,306,104,0
all-valid-triplets-that-can-represent-a-country,Easy,59,115,0
lexicographically-smallest-string-after-applying-operations,Medium,284,245,0
best-team-with-no-conflicts,Medium,1002,31,0
graph-connectivity-with-threshold,Hard,439,26,0
design-an-expression-tree-with-evaluate-function,Medium,466,69,0
arithmetic-subarrays,Medium,862,93,0
path-with-minimum-effort,Medium,3818,150,0
rank-transform-of-a-matrix,Hard,730,49,0
percentage-of-users-attended-a-contest,Easy,85,21,0
add-two-polynomials-represented-as-linked-lists,Medium,114,9,0
hopper-company-queries-i,Hard,75,28,0
widest-vertical-area-between-two-points-containing-no-points,Medium,253,626,0
count-substrings-that-differ-by-one-character,Medium,907,293,0
number-of-ways-to-form-a-target-string-given-a-dictionary,Hard,371,16,0
count-sorted-vowel-strings,Medium,3261,72,0
furthest-building-you-can-reach,Medium,4035,85,0
kth-smallest-instructions,Hard,431,6,0
lowest-common-ancestor-of-a-binary-tree-ii,Medium,512,25,0
hopper-company-queries-ii,Hard,49,13,0
minimum-deletions-to-make-character-frequencies-unique,Medium,3159,49,0
sell-diminishing-valued-colored-balls,Medium,904,346,0
create-sorted-array-through-instructions,Hard,545,72,0
lowest-common-ancestor-of-a-binary-tree-iii,Medium,1113,37,0
hopper-company-queries-iii,Hard,21,53,0
minimum-deletions-to-make-string-balanced,Medium,1009,28,0
minimum-jumps-to-reach-home,Medium,1180,220,0
distribute-repeating-integers,Hard,281,18,0
determine-if-two-strings-are-close,Medium,2051,95,0
minimum-operations-to-reduce-x-to-zero,Medium,3792,80,0
maximize-grid-happiness,Hard,269,47,0
correct-a-binary-tree,Medium,199,30,0
average-time-of-process-per-machine,Easy,108,20,0
smallest-string-with-a-given-numeric-value,Medium,1675,54,0
ways-to-make-a-fair-array,Medium,1055,29,0
minimum-initial-energy-to-finish-tasks,Hard,457,32,0
change-the-root-of-a-binary-tree,Medium,49,134,0
fix-names-in-a-table,Easy,435,67,0
maximum-repeating-substring,Easy,500,173,0
merge-in-between-linked-lists,Medium,1168,151,0
design-front-middle-back-queue,Medium,569,83,0
minimum-number-of-removals-to-make-mountain-array,Hard,1143,17,0
find-the-most-competitive-subsequence,Medium,1597,78,0
minimum-moves-to-make-array-complementary,Medium,539,67,0
minimize-deviation-in-array,Hard,1686,88,0
lowest-common-ancestor-of-a-binary-tree-iv,Medium,352,13,0
products-worth-over-invoices,Easy,28,120,0
max-number-of-k-sum-pairs,Medium,2017,47,0
concatenation-of-consecutive-binary-numbers,Medium,1342,419,0
minimum-incompatibility,Hard,225,87,0
longest-palindromic-subsequence-ii,Medium,129,26,0
invalid-tweets,Easy,72,78,0
sum-of-absolute-differences-in-a-sorted-array,Medium,901,27,0
stone-game-vi,Medium,616,49,0
delivering-boxes-from-storage-to-ports,Hard,308,22,0
partitioning-into-minimum-number-of-deci-binary-numbers,Medium,1950,1255,0
stone-game-vii,Medium,801,139,0
maximum-height-by-stacking-cuboids,Hard,761,22,0
count-ways-to-distribute-candies,Hard,58,7,0
daily-leads-and-partners,Easy,303,26,0
maximum-erasure-value,Medium,2407,42,0
jump-game-vi,Medium,2987,103,0
checking-existence-of-edge-length-limited-paths,Hard,635,13,0
number-of-distinct-substrings-in-a-string,Medium,157,39,0
number-of-calls-between-two-persons,Medium,209,11,0
number-of-students-unable-to-eat-lunch,Easy,1113,69,0
average-waiting-time,Medium,407,45,0
maximum-binary-string-after-change,Medium,406,41,0
minimum-adjacent-swaps-for-k-consecutive-ones,Hard,554,21,0
maximum-number-of-eaten-apples,Medium,649,164,0
where-will-the-ball-fall,Medium,2612,152,0
maximum-xor-with-an-element-from-array,Hard,824,27,0
largest-subarray-length-k,Easy,84,101,0
biggest-window-between-visits,Medium,156,11,0
count-good-meals,Medium,771,219,0
ways-to-split-array-into-three-subarrays,Medium,1097,88,0
minimum-operations-to-make-a-subsequence,Hard,531,9,0
sum-of-special-evenly-spaced-elements-in-array,Hard,23,21,0
count-apples-and-oranges,Medium,64,17,0
maximum-score-from-removing-substrings,Medium,510,28,0
construct-the-lexicographically-largest-valid-sequence,Medium,445,38,0
number-of-ways-to-reconstruct-a-tree,Hard,175,124,0
swapping-nodes-in-a-linked-list,Medium,3464,121,0
minimize-hamming-distance-after-swap-operations,Medium,707,21,0
find-minimum-time-to-finish-all-jobs,Hard,744,20,0
checking-existence-of-edge-length-limited-paths-ii,Hard,64,7,0
tuple-with-same-product,Medium,514,24,0
largest-submatrix-with-rearrangements,Medium,842,20,0
cat-and-mouse-ii,Hard,217,35,0
find-followers-count,Easy,215,16,0
shortest-path-to-get-food,Medium,573,33,0
the-number-of-employees-which-report-to-each-employee,Easy,86,27,0
minimum-number-of-people-to-teach,Medium,166,334,0
decode-xored-permutation,Medium,607,20,0
count-ways-to-make-array-with-product,Hard,208,30,0
latest-time-by-replacing-hidden-digits,Easy,270,138,0
change-minimum-characters-to-satisfy-one-of-three-conditions,Medium,271,297,0
find-kth-largest-xor-coordinate-value,Medium,400,56,0
building-boxes,Hard,243,40,0
find-distance-in-a-binary-tree,Medium,335,12,0
find-total-time-spent-by-each-employee,Easy,401,8,0
maximum-number-of-balls-in-a-box,Easy,476,111,0
restore-the-array-from-adjacent-pairs,Medium,818,16,0
can-you-eat-your-favorite-candy-on-your-favorite-day,Medium,100,290,0
palindrome-partitioning-iv,Hard,720,20,0
maximum-subarray-sum-after-one-operation,Medium,245,5,0
leetflex-banned-accounts,Medium,115,7,0
maximum-absolute-sum-of-any-subarray,Medium,972,15,0
minimum-length-of-string-after-deleting-similar-ends,Medium,356,23,0
maximum-number-of-events-that-can-be-attended-ii,Hard,661,12,0
check-if-array-is-sorted-and-rotated,Easy,1270,64,0
maximum-score-from-removing-stones,Medium,683,43,0
largest-merge-of-two-strings,Medium,409,59,0
closest-subsequence-sum,Hard,609,60,0
design-most-recently-used-queue,Medium,206,15,0
recyclable-and-low-fat-products,Easy,695,69,0
count-number-of-homogenous-substrings,Medium,524,42,0
minimum-limit-of-balls-in-a-bag,Medium,1485,40,0
minimum-degree-of-a-connected-trio-in-a-graph,Hard,256,258,0
buildings-with-an-ocean-view,Medium,972,127,0
longest-nice-substring,Easy,877,621,0
form-array-by-concatenating-subarrays-of-another-array,Medium,254,32,0
map-of-highest-peak,Medium,635,43,0
tree-of-coprimes,Hard,322,23,0
find-the-subtasks-that-did-not-execute,Hard,114,11,0
minimum-number-of-operations-to-move-all-balls-to-each-box,Medium,1757,66,0
maximum-score-from-performing-multiplication-operations,Hard,2267,505,0
maximize-palindrome-length-from-subsequences,Hard,449,8,0
sort-features-by-popularity,Medium,67,39,0
closest-dessert-cost,Medium,557,61,0
equal-sum-arrays-with-minimum-number-of-operations,Medium,739,25,0
car-fleet-ii,Hard,719,18,0
products-price-for-each-store,Easy,102,10,0
shortest-path-in-a-hidden-grid,Medium,132,57,0
check-if-number-is-a-sum-of-powers-of-three,Medium,774,27,0
sum-of-beauty-of-all-substrings,Medium,489,111,0
count-pairs-of-nodes,Hard,245,141,0
grand-slam-titles,Medium,169,4,0
minimum-elements-to-add-to-form-a-given-sum,Medium,192,163,0
number-of-restricted-paths-from-first-to-last-node,Medium,797,141,0
make-the-xor-of-all-segments-equal-to-zero,Hard,326,19,0
maximize-the-beauty-of-the-garden,Hard,61,5,0
primary-department-for-each-employee,Easy,81,39,0
maximum-average-pass-ratio,Medium,596,65,0
maximum-score-of-a-good-subarray,Hard,836,27,0
count-pairs-of-equal-substrings-with-minimum-difference,Medium,35,44,0
rearrange-products-table,Easy,502,34,0
design-authentication-manager,Medium,238,35,0
maximum-number-of-consecutive-values-you-can-make,Medium,587,43,0
maximize-score-after-n-operations,Hard,503,45,0
number-of-orders-in-the-backlog,Medium,218,199,0
maximum-value-at-a-given-index-in-a-bounded-array,Medium,696,108,0
count-pairs-with-xor-in-a-range,Hard,368,13,0
implement-trie-ii-prefix-tree,Medium,221,11,0
number-of-different-integers-in-a-string,Easy,430,82,0
minimum-number-of-operations-to-reinitialize-a-permutation,Medium,261,141,0
evaluate-the-bracket-pairs-of-a-string,Medium,380,32,0
maximize-number-of-nice-divisors,Hard,178,150,0
ad-free-sessions,Easy,61,47,0
minimum-path-cost-in-a-hidden-grid,Medium,69,20,0
find-interview-candidates,Medium,155,22,0
sentence-similarity-iii,Medium,288,50,0
count-nice-pairs-in-an-array,Medium,613,27,0
maximum-number-of-groups-getting-fresh-donuts,Hard,281,18,0
finding-the-users-active-minutes,Medium,607,225,0
minimum-absolute-sum-difference,Medium,784,61,0
number-of-different-subsequences-gcds,Hard,323,35,0
maximum-number-of-accepted-invitations,Medium,153,47,0
find-customers-with-positive-revenue-this-year,Easy,32,19,0
find-the-winner-of-the-circular-game,Medium,2056,38,0
minimum-sideway-jumps,Medium,807,35,0
finding-mk-average,Hard,302,93,0
faulty-sensor,Easy,51,49,0
queries-on-number-of-points-inside-a-circle,Medium,837,67,0
maximum-xor-for-each-query,Medium,555,45,0
minimum-number-of-operations-to-make-string-sorted,Hard,152,109,0
maximum-transaction-each-day,Medium,57,1,0
maximum-ice-cream-bars,Medium,441,182,0
single-threaded-cpu,Medium,1135,134,0
find-xor-sum-of-all-pairs-bitwise-and,Hard,430,37,0
remove-duplicates-from-an-unsorted-linked-list,Medium,302,10,0
frequency-of-the-most-frequent-element,Medium,1957,51,0
longest-substring-of-all-vowels-in-order,Medium,550,16,0
maximum-building-height,Hard,309,11,0
league-statistics,Medium,82,74,0
next-palindrome-using-same-digits,Hard,96,14,0
suspicious-bank-accounts,Medium,64,51,0
seat-reservation-manager,Medium,470,34,0
maximum-element-after-decreasing-and-rearranging,Medium,288,64,0
closest-room,Hard,396,17,0
splitting-a-string-into-descending-consecutive-values,Medium,385,90,0
minimum-adjacent-swaps-to-reach-the-kth-smallest-number,Medium,597,69,0
minimum-interval-to-include-each-query,Hard,574,14,0
distinct-numbers-in-each-subarray,Medium,95,6,0
convert-date-format,Easy,41,34,0
maximum-distance-between-a-pair-of-values,Medium,918,20,0
maximum-subarray-min-product,Medium,1059,77,0
largest-color-value-in-a-directed-graph,Hard,614,18,0
longest-word-with-all-prefixes,Medium,135,4,0
incremental-memory-leak,Medium,162,69,0
rotating-the-box,Medium,755,47,0
sum-of-floored-pairs,Hard,356,32,0
minimum-number-of-swaps-to-make-the-binary-string-alternating,Medium,460,29,0
finding-pairs-with-a-certain-sum,Medium,439,87,0
number-of-ways-to-rearrange-sticks-with-k-sticks-visible,Hard,558,11,0
orders-with-maximum-quantity-above-average,Medium,54,206,0
product-of-two-run-length-encoded-arrays,Medium,272,45,0
minimum-speed-to-arrive-on-time,Medium,659,90,0
jump-game-vii,Medium,1186,67,0
stone-game-viii,Hard,344,16,0
calculate-special-bonus,Easy,624,48,0
minimize-product-sum-of-two-arrays,Medium,194,23,0
group-employees-of-the-same-salary,Medium,51,5,0
minimize-maximum-pair-sum-in-array,Medium,930,228,0
get-biggest-three-rhombus-sums-in-a-grid,Medium,148,438,0
minimum-xor-sum-of-two-arrays,Hard,517,10,0
maximum-value-after-insertion,Medium,293,50,0
process-tasks-using-servers,Medium,724,206,0
minimum-skips-to-arrive-at-meeting-on-time,Hard,261,44,0
egg-drop-with-2-eggs-and-n-floors,Medium,1043,89,0
count-pairs-in-two-arrays,Medium,137,8,0
determine-whether-matrix-can-be-obtained-by-rotation,Easy,1018,83,0
reduction-operations-to-make-the-array-elements-equal,Medium,412,19,0
minimum-number-of-flips-to-make-the-binary-string-alternating,Medium,854,30,0
minimum-space-wasted-from-packaging,Hard,308,31,0
the-latest-login-in-2020,Easy,241,5,0
cutting-ribbons,Medium,473,30,0
page-recommendations-ii,Hard,63,17,0
find-the-student-that-will-replace-the-chalk,Medium,422,52,0
largest-magic-square,Medium,227,227,0
minimum-cost-to-change-the-final-value-of-expression,Hard,194,38,0
maximum-number-of-removable-characters,Medium,736,84,0
merge-triplets-to-form-target-triplet,Medium,487,38,0
the-earliest-and-latest-rounds-where-players-compete,Hard,200,17,0
find-a-peak-element-ii,Medium,1145,86,0
depth-of-bst-given-insertion-order,Medium,77,11,0
the-number-of-full-rounds-you-have-played,Medium,177,235,0
count-sub-islands,Medium,1517,46,0
minimum-absolute-difference-queries,Medium,444,30,0
count-salary-categories,Medium,49,19,0
game-of-nim,Medium,36,17,0
remove-all-occurrences-of-a-substring,Medium,1028,43,0
maximum-alternating-subsequence-sum,Medium,853,16,0
design-movie-rental-system,Hard,186,32,0
cyclically-rotating-a-grid,Medium,195,251,0
number-of-wonderful-substrings,Medium,754,50,0
count-ways-to-build-rooms-in-an-ant-colony,Hard,360,44,0
leetcodify-friends-recommendations,Hard,47,25,0
kth-smallest-subarray-sum,Medium,155,5,0
leetcodify-similar-friends,Hard,42,6,0
eliminate-maximum-number-of-monsters,Medium,394,60,0
count-good-numbers,Medium,575,274,0
longest-common-subpath,Hard,398,31,0
erect-the-fence-ii,Hard,10,36,0
nearest-exit-from-entrance-in-maze,Medium,1667,59,0
sum-game,Medium,393,57,0
minimum-cost-to-reach-destination-in-time,Hard,604,12,0
unique-length-3-palindromic-subsequences,Medium,561,16,0
painting-a-grid-with-three-different-colors,Hard,383,20,0
merge-bsts-to-create-single-bst,Hard,390,31,0
check-if-string-is-decomposable-into-value-equal-substrings,Easy,41,11,0
confirmation-rate,Medium,46,14,0
add-minimum-number-of-rungs,Medium,279,22,0
maximum-number-of-points-with-cost,Medium,1985,123,0
maximum-genetic-difference-query,Hard,303,14,0
users-that-actively-request-confirmation-messages,Easy,40,33,0
longest-common-subsequence-between-sorted-arrays,Medium,114,5,0
the-number-of-the-smallest-unoccupied-chair,Medium,462,20,0
describe-the-painting,Medium,369,23,0
number-of-visible-people-in-a-queue,Hard,1185,31,0
largest-number-after-mutating-substring,Medium,170,188,0
maximum-compatibility-score-sum,Medium,604,12,0
delete-duplicate-folders-in-system,Hard,247,61,0
strong-friendship,Medium,113,61,0
maximum-of-minimum-values-in-all-subarrays,Medium,116,43,0
all-the-pairs-with-the-maximum-number-of-common-followers,Medium,67,6,0
maximum-number-of-weeks-for-which-you-can-work,Medium,512,114,0
minimum-garden-perimeter-to-collect-enough-apples,Medium,277,76,0
count-number-of-special-subsequences,Hard,427,7,0
minimum-time-for-k-virus-variants-to-spread,Hard,24,6,0
check-if-move-is-legal,Medium,98,203,0
minimum-total-space-wasted-with-k-resizing-operations,Medium,465,39,0
maximum-product-of-the-length-of-two-palindromic-substrings,Hard,177,35,0
remove-stones-to-minimize-the-total,Medium,419,27,0
minimum-number-of-swaps-to-make-the-string-balanced,Medium,1201,42,0
find-the-longest-valid-obstacle-course-at-each-position,Hard,439,6,0
employees-with-missing-information,Easy,423,26,0
binary-searchable-numbers-in-an-unsorted-array,Medium,52,6,0
array-with-elements-not-equal-to-average-of-neighbors,Medium,379,27,0
minimum-non-zero-product-of-the-array-elements,Medium,167,317,0
last-day-where-you-can-still-cross,Hard,551,11,0
find-if-path-exists-in-graph,Easy,1745,93,0
first-and-last-call-on-the-same-day,Hard,100,34,0
count-nodes-equal-to-sum-of-descendants,Medium,125,3,0
maximum-matrix-sum,Medium,415,18,0
number-of-ways-to-arrive-at-destination,Medium,1484,45,0
number-of-ways-to-separate-numbers,Hard,351,45,0
employees-whose-manager-left-the-company,Easy,43,7,0
find-unique-binary-string,Medium,779,34,0
minimize-the-difference-between-target-and-chosen-elements,Medium,678,119,0
find-array-given-subset-sums,Hard,416,32,0
widest-pair-of-indices-with-equal-range-sum,Medium,64,0,0
minimum-difference-between-highest-and-lowest-of-k-scores,Easy,576,93,0
find-the-kth-largest-integer-in-the-array,Medium,795,100,0
minimum-number-of-work-sessions-to-finish-the-tasks,Medium,800,53,0
number-of-unique-good-subsequences,Hard,522,9,0
find-cutoff-score-for-each-school,Medium,61,111,0
maximum-number-of-people-that-can-be-caught-in-tag,Medium,54,8,0
count-the-number-of-experiments,Medium,12,139,0
find-all-groups-of-farmland,Medium,588,21,0
operations-on-tree,Medium,303,53,0
the-number-of-good-subsets,Hard,323,9,0
the-number-of-weak-characters-in-the-game,Medium,2713,87,0
first-day-where-you-have-been-in-all-the-rooms,Medium,408,70,0
gcd-sort-of-an-array,Hard,368,8,0
smallest-greater-multiple-made-of-two-digits,Medium,23,3,0
number-of-pairs-of-interchangeable-rectangles,Medium,310,27,0
maximum-product-of-the-length-of-two-palindromic-subsequences,Medium,615,40,0
smallest-missing-genetic-value-in-each-subtree,Hard,349,19,0
the-number-of-seniors-and-juniors-to-join-the-company,Hard,78,11,0
subtree-removal-game-with-fibonacci-tree,Hard,11,34,0
maximum-earnings-from-taxi,Medium,888,17,0
minimum-number-of-operations-to-make-array-continuous,Hard,631,7,0
the-number-of-seniors-and-juniors-to-join-the-company-ii,Hard,20,9,0
sum-of-beauty-in-the-array,Medium,423,41,0
detect-squares,Medium,582,160,0
longest-subsequence-repeated-k-times,Hard,318,63,0
average-height-of-buildings-in-each-segment,Medium,36,22,0
grid-game,Medium,567,16,0
check-if-word-can-be-placed-in-crossword,Medium,227,268,0
the-score-of-students-solving-math-expression,Hard,197,70,0
number-of-accounts-that-did-not-stream,Medium,18,159,0
brightest-position-on-street,Medium,106,2,0
number-of-pairs-of-strings-with-concatenation-equal-to-target,Medium,461,43,0
maximize-the-confusion-of-an-exam,Medium,783,18,0
maximum-number-of-ways-to-partition-an-array,Hard,363,37,0
low-quality-problems,Easy,27,9,0
find-missing-observations,Medium,330,18,0
stone-game-ix,Medium,184,240,0
smallest-k-length-subsequence-with-occurrences-of-a-letter,Hard,351,9,0
count-subarrays-with-more-ones-than-zeros,Medium,126,12,0
minimum-operations-to-make-a-uni-value-grid,Medium,434,33,0
stock-price-fluctuation,Medium,872,48,0
partition-array-into-two-arrays-to-minimize-sum-difference,Hard,1631,93,0
maximum-alternating-subarray-sum,Medium,69,4,0
remove-colored-pieces-if-both-neighbors-are-the-same-color,Medium,348,32,0
the-time-when-the-network-becomes-idle,Medium,466,30,0
kth-smallest-product-of-two-sorted-arrays,Hard,487,29,0
accepted-candidates-from-the-interviews,Medium,30,24,0
simple-bank-system,Medium,148,156,0
count-number-of-maximum-bitwise-or-subsets,Medium,419,15,0
second-minimum-time-to-reach-destination,Hard,508,7,0
sort-linked-list-already-sorted-using-absolute-values,Medium,109,1,0
number-of-valid-words-in-a-sentence,Easy,199,629,0
next-greater-numerically-balanced-number,Medium,146,253,0
count-nodes-with-the-highest-score,Medium,707,41,0
parallel-courses-iii,Hard,552,17,0
the-category-of-each-member-in-the-store,Medium,36,6,0
minimum-cost-to-separate-sentence-into-rows,Medium,34,11,0
two-best-non-overlapping-events,Medium,576,14,0
plates-between-candles,Medium,788,30,0
number-of-valid-move-combinations-on-chessboard,Hard,47,240,0
find-the-minimum-and-maximum-number-of-nodes-between-critical-points,Medium,408,15,0
minimum-operations-to-convert-number,Medium,501,26,0
check-if-an-original-string-exists-given-two-encoded-strings,Hard,247,119,0
number-of-spaces-cleaning-robot-cleaned,Medium,68,19,0
vowels-of-all-substrings,Medium,584,20,0
minimized-maximum-of-products-distributed-to-any-store,Medium,642,23,0
maximum-path-quality-of-a-graph,Hard,450,33,0
account-balance,Medium,52,2,0
number-of-equal-count-substrings,Medium,76,6,0
walking-robot-simulation-ii,Medium,131,262,0
most-beautiful-item-for-each-query,Medium,426,11,0
maximum-number-of-tasks-you-can-assign,Hard,362,15,0
the-winner-university,Easy,44,2,0
reverse-nodes-in-even-length-groups,Medium,376,256,0
decode-the-slanted-ciphertext,Medium,199,39,0
process-restricted-friend-requests,Hard,479,12,0
paths-in-maze-that-lead-to-same-room,Medium,82,5,0
watering-plants,Medium,602,42,0
range-frequency-queries,Medium,472,22,0
sum-of-k-mirror-numbers,Hard,100,139,0
the-number-of-rich-customers,Easy,24,16,0
substrings-that-begin-and-end-with-the-same-letter,Medium,93,4,0
drop-type-1-orders-for-customers-with-type-0-orders,Medium,53,12,0
minimum-number-of-food-buckets-to-feed-the-hamsters,Medium,410,18,0
minimum-cost-homecoming-of-a-robot-in-a-grid,Medium,471,72,0
count-fertile-pyramids-in-a-land,Hard,256,8,0
k-radius-subarray-averages,Medium,421,16,0
removing-minimum-and-maximum-from-array,Medium,631,33,0
find-all-people-with-secret,Hard,651,25,0
minimum-cost-to-reach-city-with-discounts,Medium,131,8,0
step-by-step-directions-from-a-binary-tree-node-to-another,Medium,1860,94,0
valid-arrangement-of-pairs,Hard,350,15,0
subsequence-of-size-k-with-the-largest-even-sum,Medium,55,2,0
find-good-days-to-rob-the-bank,Medium,630,34,0
detonate-the-maximum-bombs,Medium,866,65,0
sequentially-ordinal-rank-tracker,Hard,284,35,0
sum-of-subarray-ranges,Medium,1513,83,0
watering-plants-ii,Medium,189,140,0
maximum-fruits-harvested-after-at-most-k-steps,Hard,408,15,0
number-of-unique-flavors-after-sharing-k-candies,Medium,56,2,0
adding-spaces-to-a-string,Medium,363,38,0
number-of-smooth-descent-periods-of-a-stock,Medium,486,19,0
minimum-operations-to-make-the-array-k-increasing,Hard,583,10,0
the-airport-with-the-most-traffic,Medium,36,6,0
elements-in-array-after-removing-and-replacing-elements,Medium,45,5,0
find-all-possible-recipes-from-given-supplies,Medium,1303,74,0
check-if-a-parentheses-string-can-be-valid,Medium,782,26,0
abbreviating-the-product-of-a-range,Hard,69,117,0
build-the-equation,Hard,13,25,0
execution-of-all-suffix-instructions-staying-in-a-grid,Medium,380,37,0
intervals-between-identical-elements,Medium,670,27,0
recover-the-original-array,Hard,309,28,0
minimum-operations-to-remove-adjacent-ones-in-matrix,Hard,36,7,0
number-of-laser-beams-in-a-bank,Medium,581,54,0
destroying-asteroids,Medium,303,139,0
maximum-employees-to-be-invited-to-a-meeting,Hard,722,13,0
remove-all-ones-with-row-and-column-flips,Medium,423,165,0
maximum-twin-sum-of-a-linked-list,Medium,1383,38,0
longest-palindrome-by-concatenating-two-letter-words,Medium,2027,39,0
stamping-the-grid,Hard,300,30,0
minimum-swaps-to-group-all-1s-together-ii,Medium,820,12,0
count-words-obtained-after-adding-a-letter,Medium,553,128,0
earliest-possible-day-of-full-bloom,Hard,1329,73,0
pour-water-between-buckets-to-make-water-levels-equal,Medium,72,5,0
minimum-moves-to-reach-target-score,Medium,721,12,0
solving-questions-with-brainpower,Medium,708,14,0
maximum-running-time-of-n-computers,Hard,574,13,0
the-number-of-passengers-in-each-bus-i,Medium,67,8,0
choose-numbers-from-two-arrays-in-range,Hard,24,4,0
count-the-hidden-sequences,Medium,416,42,0
k-highest-ranked-items-within-a-price-range,Medium,358,135,0
